title,researcher,institution,start_date,project_url
医療ビッグデータ利活用を促進するクラウド基盤・AI画像解析に関する研究,合田 憲人,国立情報学研究所,2019-03-01 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00087.html
一類感染症等の新興・再興感染症の診断・治療・予防法の研究推進,下島 昌幸,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
重症熱性血小板減少症候群（SFTS）の対策に資する開発研究,西條 政幸,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
新型インフルエンザ等重症呼吸器感染症の臨床・病理学的解析に基づく診断・治療に係る国際連携研究,中島 典子,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
経鼻インフルエンザワクチン導入を見据えた基盤技術の開発,長谷川 秀樹,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
疑似ウイルスを用いた抗ポリオウイルス中和抗体の測定法の開発,有田 峰太郎,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
新興・再興エンテロウイルス感染症の検査・診断・治療・予防法の開発に向けた研究 ,清水 博之,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
麻疹・風疹排除のためのサーベイランス強化に関する研究,森 嘉生,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
長期的、短期的なアプローチによる安全で有効な新規ムンプスワクチンの開発研究,木所 稔,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
ウイルス・宿主ゲノム情報に基づいたHTLV-1関連疾患発症予測法の開発と臨床情報統合データベースの整備・活用,松岡 雅雄,熊本大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
結核の発病予測向上と治療期間短縮を目指した生物学的要因の探索,慶長 直人,結核予防会　結核研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
潜在性結核感染者及び発症高リスク者の検出技術、プライム組換えBCG と追加免疫法、及び多剤耐性結核の治療薬の開発による総合的な結核対策の構築,田村 敏生,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
梅毒の迅速診断法に資する研究開発,齋藤 万寿吉,東京医科大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
抗生物質の再評価と既承認薬の再配置による新規抗菌薬の創製,鈴木 仁人,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
多剤耐性腸球菌に存在するV-ATPaseを分子標的とした新規抗菌薬の開発,村田 武士,千葉大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
薬剤耐性真菌対策を含めた侵襲性真菌症の革新的検査と治療法に関する研究開発,河野 茂,長崎大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
寄生虫による中枢神経病態の解明と診断・治療への応用,久枝 一,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
わが国における熱帯病・寄生虫症の最適な診断治療予防体制の構築,丸山 治彦,宮崎大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
動物由来感染症の制御に資する検査・診断・予防法に関する研究,森川 茂,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
種々の感染症に対するワクチンの品質管理法の開発、改良に関する研究,石井 孝司,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
ワクチンの実地使用下における基礎的･臨床的研究及びワクチンの評価・開発に資する研究,菅 秀,国立病院機構三重病院,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
思春期女性へのHPVワクチン公費助成開始後における子宮頸癌のHPV16/18陽性割合の推移に関する疫学研究,松本 光司,昭和大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
抗毒素製剤の高品質化、及び抗毒素製剤を用いた治療体制に資する研究,阿戸 学,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
効率の良い培養細胞系・動物系が確立されていないウイルスの感染評価系の開発と診断・治療・予防法の基盤開発,村松 正道,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
病原体ゲノミクスを基盤とした病原体検索システムの利活用に係る研究,黒田 誠,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
病理学的アプローチによる先天性感染症・原因不明感染症診断法の開発,鈴木 忠樹,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
抗ウイルス戦略の新しい標的同定に資する ウイルスタンパク質コード遺伝子の新規解読法の開発,川口 寧,東京大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
超多重ガイドRNA/Cas9 nickase搭載一体型アデノウイルスベクターを用いたパピローマウイルス感染病変のゲノム編集治療法の開発,中原 知美,国立がん研究センター,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
インフルエンザウイルスの抗HAステム抗体に対する逃避機構の解明およびその逃避変異体の利用,齊藤 慎二※,国立感染症研究所,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
RSウイルス感染症の重症化に係る疫学的実体・ウイルス学的機序の解明,古瀬 祐気※,京都大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
中和抗体レパトア解析を用いたデングウイルス感染防御のメカニズム解明とワクチン開発に向けた応用に関する研究開発,モイ メンリン※,長崎大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00009.html
不登校児におけるヨガの有効性・安全性の検討-多施設無作為化比較試験のプロトコール作成,網谷 真理恵,鹿児島大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00083.html
軽度アルツハイマー型認知症を対象とする八味地黄丸の認知機能に対する有効性と安全性を確認する探索的オープン標準治療対照無作為化割付多施設共同試験,貝沼 茂三郎,九州大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00083.html
腎虚概念に基づくフレイル治療選択に資する尺度（腎虚スコア）開発と牛車腎気丸エキス製剤の抗フレイル・サルコペニア効果に関する前向き研究,萩原 圭祐,大阪大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00083.html
タキサン系抗癌剤治療による末梢神経障害に対する鍼治療の有効性に関するランダム化比較試験（多施設共同研究）,大野 智,島根大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00083.html
薬物に効果の認められない線維筋痛症患者に対する鍼灸治療の有用性の検討,伊藤 和憲,明治国際医療大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00083.html
瞑想やヨガを用いたマインドフルネス介入の効果予測因子の特定および効果検証に関わる研究,佐渡 充洋,慶應義塾大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00083.html
終末期がん患者に対するリハビリテーションの有効性検証のための多施設共同ランダム化比較試験,西山 菜々子,特定非営利活動法人JORTC,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00083.html
超高周波音響療法による認知行動療法の増強効果,堀越 勝,国立精神・神経医療研究センター,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00083.html
甘草の副作用、偽アルドステロン症発症予防のためのバイオマーカーの開発,牧野 利明,名古屋市立大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00083.html
社会モデルとしての統合医療を活用した自治体主体の疾病予防・健康増進プログラムに関する情報発信、実態把握および安全性・有効性に関する研究,元雄 良治,金沢医科大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00083.html
ISO/TC249における国際規格策定に資する科学的研究と調査および統合医療の一翼としての漢方・鍼灸の基盤研究,並木 隆雄,千葉大学,2019-02-28 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00083.html
高精細核酸解析技術と先駆的ウイルス動態解析技術との融合による HIV潜伏感染克服へ向けた新規治療標的創出研究,佐藤 賢文,国立大学法人熊本大学,2019-02-27 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00011.html
SIV複製制御サルモデルにおける潜伏細胞排除を目指した研究,野村 拓志,国立感染症研究所,2019-02-27 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00011.html
中和抗体によるHIV感染症の治癒を目指した研究開発,松下 修三,国立大学法人熊本大学,2019-02-27 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00011.html
HIV-1 Gagタンパク質を標的とした薬剤スクリーニングシステム構築,門出 和精,国立大学法人熊本大学,2019-02-27 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00011.html
HIV複製と創薬研究を推進する革新的な構造生物学研究基盤の創成,小谷 治,国立感染症研究所,2019-02-27 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00011.html
国内流行HIV及びその薬剤耐性株の長期的動向把握に関する研究　,菊地 正,国立感染症研究所,2019-02-27 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00011.html
HIVゲノム・宿主ゲノム等のデータベース構築・公開に向けた体制整備のための研究,椎野 禎一郎,国立感染症研究所,2019-02-27 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00011.html
血友病合併HIV/HCV重複感染に起因する肝硬変に対する抗線維化治療薬の開発,木村 公則,東京都立駒込病院,2019-02-27 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00011.html
HIV感染増強に結びつくワクチン誘導免疫に関する研究,石井 洋,国立感染症研究所,2019-02-27 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00011.html
LC-MS/MSを用いたHIV根治療法に関わるT細胞の同定,近田 貴敬,国立大学法人熊本大学,2019-02-27 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00011.html
リバースジェネティクス法を用いた新規インフルエンザワクチン株の創成,,一般財団法人化学及血清療法研究所,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
遺伝性眼科疾患に対する遺伝子治療薬の研究開発,,参天製薬株式会社,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
病的近視に対する光線架橋療法の研究開発,,参天製薬株式会社,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
網膜中心動脈閉塞症に対する神経保護薬の開発,,千寿製薬株式会社,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
血友病Bに対する遺伝子治療用製品の研究開発,,田辺三菱製薬株式会社,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
フレイルの予防薬・治療薬の研究開発,,帝人株式会社,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
新規迅速遺伝子診断法ならびに非臨床PK/PD理論を活用した新規β-ラクタマーゼ阻害剤（OP0595）の単味製剤の研究開発,,Meiji Seikaファルマ株式会社,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
肝硬変の生命予後を改善する革新的抗線維化薬の研究開発,,大原薬品工業株式会社,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
至適分解性により術後遠隔期に血管再生を促す生体吸収性マグネシウム合金スキャフォールドの非臨床・臨床POC取得,,株式会社日本医療機器技研,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
アルツハイマー病の新規治療薬の創出,,日本臓器製薬株式会社,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
造血幹細胞の体外増幅技術の開発と移植医療への応用,,ネクスジェン株式会社,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
Tribを標的とする急性骨髄性白血病の創薬研究,,ファイメクス株式会社,2018-12-11 00:00:00,https://www.amed.go.jp/koubo/07/01/0701C_00001.html
